zipcode,area_land_meters,area_water_meters
66783,776327744.0,6132553.0
39061,7504884.0,79926.0
77871,511891939.0,4254340.0
64161,41619512.0,1843231.0
72683,26664482.0,184715.0
74942,4234317.0,61484.0
93704,14197035.0,36443.0
91321,67023907.0,65196.0
74360,16649404.0,46325.0
39663,320828559.0,3837157.0
74829,122754515.0,1417109.0
76650,27013534.0,151658.0
39638,455779704.0,894157.0
65085,145009604.0,2353503.0
71425,97270876.0,1079369.0
91402,9652848.0,77472.0
66016,81774353.0,15353.0
94063,17139334.0,2916620.0
85132,1564317454.0,1177589.0
63630,172591023.0,729155.0
74764,342333911.0,11760432.0
73401,851770507.0,33387476.0
92354,12649770.0,2371.0
82901,3595900105.0,205591.0
76945,1544730708.0,30552654.0
67485,201546957.0,362919.0
62301,29320141.0,1396437.0
71201,33617472.0,1436530.0
90804,5475897.0,2503.0
63967,294085772.0,10726081.0
39654,398612999.0,7164312.0
81654,228627129.0,892553.0
68930,363719739.0,71634.0
67475,70678082.0,48533.0
72739,13320387.0,949.0
73077,698100361.0,4956691.0
90302,4903586.0,2993.0
62070,4417107.0,85575.0
65236,192534824.0,3749370.0
93040,182810831.0,5050748.0
65001,48087789.0,150475.0
64788,271966582.0,3487516.0
71004,104229681.0,3726151.0
67871,2206093495.0,417054.0
90401,2197992.0,440550.0
77568,32608096.0,1658169.0
72854,373719524.0,412054.0
70782,67202461.0,4358878.0
90025,6654367.0,3875.0
73860,875170372.0,2304375.0
80820,765455654.0,886985.0
77995,924184843.0,1381792.0
76132,18978434.0,62163.0
63061,5402803.0,55963.0
70645,279681720.0,140245244.0
93446,1083254052.0,15776736.0
86033,3056708742.0,2603601.0
61041,154632632.0,273797.0
80459,1502859415.0,13507091.0
87544,144524577.0,97180.0
78039,47526941.0,218271.0
85207,77323590.0,258334.0
87736,66796081.0,166079.0
93612,16936951.0,198525.0
70462,207579676.0,4443935.0
39212,66627978.0,490920.0
76690,210324863.0,2464307.0
62204,14500565.0,450248.0
72201,3142734.0,306431.0
64097,88017265.0,2244756.0
61447,95766253.0,124270.0
87532,295123784.0,886718.0
76049,261610233.0,18000872.0
71238,283430414.0,137658.0
50535,158353890.0,548658.0
57006,402835375.0,4366155.0
78566,297941693.0,133213778.0
51060,156215639.0,100176.0
67446,298813675.0,19701645.0
56280,180444366.0,247698.0
62618,222162696.0,4995878.0
72738,221018030.0,1201420.0
70375,5677373.0,30723.0
95758,33338334.0,557112.0
79370,1058877871.0,9919773.0
62012,154264638.0,1155775.0
66090,202047104.0,5039826.0
76039,16860897.0,30546.0
65555,210354593.0,4300.0
65656,303676226.0,13103071.0
61241,46756288.0,2810929.0
70507,54947571.0,29297.0
74427,102575325.0,12399068.0
67451,378063140.0,1758999.0
89040,1351280599.0,251749842.0
73651,541457763.0,2375850.0
75143,460509022.0,63792829.0
82061,544663261.0,97486.0
80601,69408981.0,1799592.0
71923,1024226248.0,22666843.0
68016,2001331.0,1651983.0
38731,15036986.0,12429183.0
39211,31869347.0,1091451.0
82210,1006314966.0,177961.0
94947,58780297.0,513110.0
64163,22285293.0,34527.0
76671,206178902.0,19048324.0
68718,580881090.0,10250292.0
77505,23696958.0,164983.0
71485,161596476.0,4489677.0
90712,11092562.0,53623.0
86432,8345838149.0,24953247.0
61477,130085373.0,83793.0
39657,237119955.0,340694.0
86334,588569479.0,57670.0
89042,368048195.0,19717.0
95410,103240725.0,10186167.0
75980,418632973.0,98968451.0
77707,38276813.0,347358.0
65722,144051550.0,240183.0
69021,783396269.0,1795004.0
62207,17282516.0,241225.0
73857,163559234.0,16033.0
79517,573643885.0,1525594.0
79839,1252372438.0,772232.0
87053,745606087.0,200122.0
74129,10771848.0,48654.0
68358,124442279.0,520661.0
78521,241328007.0,72160087.0
79022,4968912829.0,4458591.0
61431,86906295.0,323136.0
70374,127923826.0,6496178.0
85736,913206667.0,20482.0
80538,279777306.0,12768749.0
70715,478063740.0,38784610.0
95060,175661821.0,8535670.0
95930,43478166.0,431288.0
79541,408522075.0,809710.0
87325,1462971868.0,903730.0
93222,74455074.0,16918.0
71835,212976062.0,847066.0
73832,1186393296.0,181014.0
51061,121469916.0,158296.0
75407,127939729.0,41315838.0
81241,52675602.0,3078.0
75859,305680251.0,48532792.0
69040,512232147.0,242596.0
73114,24324719.0,88242.0
67628,134720875.0,392928.0
68948,234751344.0,120050.0
67059,730961011.0,181446.0
92663,8571402.0,3315011.0
83239,84581733.0,381591.0
76271,102373115.0,33735382.0
71039,119510272.0,6882088.0
90210,26222771.0,153478.0
74845,262730557.0,5236149.0
76454,355174001.0,553874.0
72641,356687461.0,1944490.0
84757,132332043.0,221390.0
76034,33821441.0,263739.0
69333,1504340234.0,16981621.0
65778,102404728.0,192802.0
72550,119219248.0,1628801.0
79530,89359040.0,882246.0
90036,6398098.0,3300.0
73560,346745116.0,405416.0
88414,11506160.0,1360.0
84308,63609014.0,130425.0
63633,253489820.0,594328.0
68110,22315336.0,2367392.0
68019,191161352.0,109499.0
77449,77380681.0,337109.0
70390,417488372.0,1015788.0
85554,1968537606.0,203007.0
71023,125571581.0,15154686.0
64018,60693947.0,469609.0
95827,19972082.0,306584.0
92688,28239605.0,107778.0
93906,33867681.0,46232.0
75067,34426887.0,240930.0
95220,149078450.0,2032385.0
70352,9575245.0,676565.0
66102,28937421.0,174302.0
71303,171082698.0,475950.0
68653,149561529.0,334991.0
39208,130192138.0,453265.0
90808,17796360.0,254840.0
78886,255462898.0,1101089.0
68980,76931795.0,225016.0
76116,31495031.0,61044.0
90621,10750249.0,41543.0
86510,1918794355.0,298155.0
95627,133175804.0,804522.0
50510,219151150.0,630738.0
85135,1141751.0,4026.0
38703,427292629.0,33060675.0
92394,70770850.0,394621.0
68659,83996642.0,22509.0
67230,25560985.0,549239.0
72002,148869700.0,1856552.0
73639,382943181.0,996732.0
72956,271105244.0,14645227.0
77382,29306435.0,191337.0
75964,600610698.0,7206774.0
80831,491913619.0,32024.0
65731,3650073.0,231002.0
50585,164764837.0,527067.0
70343,74929580.0,1276158.0
78228,28373997.0,155699.0
67644,205029531.0,19857373.0
95607,347474421.0,655867.0
91709,88536481.0,123913.0
68337,179190921.0,40642.0
80205,11822414.0,120383.0
68764,352535245.0,232985.0
80440,686879256.0,1447367.0
66943,239644651.0,619810.0
74464,734110892.0,3932420.0
89509,23187753.0,83249.0
71051,242654448.0,23677220.0
91331,22928479.0,120344.0
93013,147481502.0,855960.0
95762,107122104.0,5884766.0
92027,163364740.0,1223258.0
77099,16096965.0,11931.0
88340,1861944494.0,1468858.0
63431,120849420.0,285869.0
71111,118384125.0,4946332.0
72531,148300431.0,18700973.0
91706,34792419.0,2219884.0
64723,116917336.0,974138.0
80021,42781386.0,5970976.0
94506,48524400.0,31771.0
67114,615274283.0,1386065.0
72916,89711118.0,711442.0
75758,127834844.0,46432157.0
87327,1491172494.0,1997725.0
90270,3267822.0,78552.0
67143,101721504.0,81469.0
75246,1169821.0,2154.0
72060,166214546.0,981790.0
94611,27357586.0,5141.0
64485,267317029.0,2167630.0
75785,692779975.0,593545.0
74556,40584539.0,791524.0
75603,119860750.0,7451815.0
80454,11056203.0,8837.0
80644,412677445.0,4131900.0
52730,94758754.0,6484670.0
62053,118830200.0,2098927.0
73027,208822542.0,3589658.0
94089,15517488.0,31508.0
63637,43151720.0,54867.0
68669,144628244.0,612957.0
70811,30205303.0,35680.0
95230,307502631.0,4315316.0
72044,159941002.0,11556141.0
68122,50095460.0,2167101.0
68301,261666087.0,1842579.0
78076,1237259166.0,107568824.0
84521,148348418.0,1481523.0
94132,8054487.0,1299131.0
38924,268732616.0,4591034.0
95450,71095004.0,703128.0
64856,260882122.0,40970.0
73538,207200237.0,1269411.0
78207,18977073.0,526096.0
76538,388618821.0,181748.0
84071,277411625.0,2193708.0
76115,12068562.0,43413.0
77025,11105083.0,89314.0
73024,116136364.0,167428.0
73008,20243921.0,1543708.0
61520,398069633.0,21870438.0
76374,730994318.0,7730875.0
74959,251345397.0,10473208.0
63341,141857427.0,3543724.0
64804,236168114.0,1539117.0
65083,39009248.0,43036.0
69033,952653704.0,381650.0
71851,218288809.0,7896728.0
65322,140223942.0,3243133.0
78642,259296516.0,1151949.0
88055,795269873.0,71539.0
78006,807758269.0,1478060.0
63664,761694118.0,2560241.0
77507,36132402.0,1281746.0
73638,352198146.0,518183.0
57314,725789341.0,1616330.0
79230,165498367.0,275228.0
65591,129990630.0,1510.0
75149,41127109.0,167560.0
63115,11043937.0,25217.0
79079,1387938533.0,437532.0
51527,100568229.0,21989.0
69138,872603858.0,689342.0
74949,73436150.0,799368.0
75973,463982529.0,58920710.0
79846,1138831686.0,70078.0
75071,204178195.0,2247011.0
77708,18329654.0,213754.0
88262,175251598.0,64288.0
90008,9513272.0,68544.0
93543,153856854.0,460590.0
65101,344006938.0,14686600.0
93549,868895189.0,9772066.0
94525,6090703.0,1834899.0
84760,370490879.0,283268.0
89061,188318997.0,10631.0
63456,477700818.0,11641883.0
72734,211205156.0,2847024.0
61270,392965603.0,578348.0
66743,383823838.0,2133014.0
85745,174372240.0,283791.0
72524,145284120.0,2155270.0
95988,804297498.0,2045493.0
78650,173560901.0,467001.0
68123,59383050.0,3486955.0
51653,89310861.0,201674.0
85008,27130303.0,138312.0
67622,341115995.0,16257.0
69352,342123479.0,326700.0
66075,272331144.0,8166179.0
95941,40931903.0,91441.0
38746,166055497.0,8895739.0
79244,519628503.0,342156.0
77074,14098002.0,59812.0
66733,365748980.0,2579372.0
79259,231139120.0,621265.0
63960,307381967.0,8454340.0
80110,16439328.0,400348.0
65479,221612129.0,47296.0
64622,170101029.0,199984.0
76430,931330532.0,2590440.0
94074,48039797.0,66452.0
87313,2474214425.0,273419.0
68838,132112578.0,247.0
84749,102389718.0,24857.0
72389,147341331.0,278791.0
95432,188871539.0,1205609.0
78069,84333002.0,62935.0
76711,10223857.0,26490.0
85297,27334432.0,11623.0
80723,751888802.0,445176.0
71268,329510616.0,480705.0
66047,137241561.0,4759846.0
92629,13027074.0,3026386.0
88114,452506234.0,88481.0
72943,255709402.0,6781003.0
90805,19081708.0,429570.0
64836,471665113.0,1908814.0
73116,14080048.0,2274260.0
81041,1187727511.0,2848774.0
82227,976302601.0,366263.0
95236,279862204.0,1929047.0
73444,105266929.0,381237.0
77304,98169428.0,4736528.0
38671,57600619.0,470233.0
78947,553717171.0,3212397.0
66515,83507071.0,130149.0
80620,17099609.0,216720.0
79111,28337003.0,742915.0
63530,258105294.0,1850556.0
91202,5308490.0,21409.0
77432,65545906.0,97915.0
85249,35774410.0,72224.0
51023,269313671.0,2143130.0
80526,98846601.0,5275766.0
87729,249875223.0,879808.0
57073,178661949.0,49433.0
68776,53804229.0,2535212.0
85037,21202554.0,34364.0
81504,29308164.0,205733.0
68723,179589781.0,62185.0
61235,134820095.0,491233.0
68036,158768148.0,3253508.0
80005,29521114.0,323802.0
67051,187657278.0,575824.0
74766,278880232.0,3003734.0
95310,102404315.0,2669697.0
66066,201001346.0,4696298.0
56266,265746273.0,544715.0
65536,1052404225.0,5088074.0
39115,18945827.0,9236.0
75166,34227485.0,8537541.0
68348,101140502.0,123971.0
61529,165745620.0,893873.0
72927,803849206.0,9118806.0
61260,151684491.0,36224.0
74554,12307589.0,58419.0
71839,100472124.0,4547464.0
77970,116429974.0,527548.0
68717,58868953.0,3590.0
66050,111883912.0,1650008.0
71758,179906103.0,186861.0
64430,106572020.0,954252.0
77629,165057471.0,771465.0
81657,288012078.0,582299.0
76123,20990606.0,72123.0
88115,4170932.0,26000.0
78011,493413874.0,579963.0
76228,479037854.0,3856221.0
80513,170264616.0,9166443.0
75450,154245565.0,4308668.0
94602,8560760.0,77534.0
84108,177978062.0,381009.0
95936,271773225.0,171344.0
68360,56605308.0,450220.0
67068,742361065.0,2561882.0
57027,15227524.0,47851.0
68635,141824715.0,772200.0
66755,346561564.0,2101167.0
75965,191213955.0,1102665.0
71961,226253925.0,1830009.0
85739,482987553.0,695.0
78953,237066545.0,536865.0
64054,5220911.0,85893.0
73669,356430112.0,343607.0
74939,386787453.0,2233168.0
63460,221394424.0,668417.0
65641,123225843.0,7688552.0
82323,73248991.0,58781.0
76856,1841973122.0,7357000.0
57103,31092868.0,291076.0
78140,375624744.0,1510246.0
74012,64127159.0,99731.0
83237,57948285.0,182792.0
68349,130254633.0,466573.0
89831,542642008.0,991984.0
72686,74200308.0,135291.0
85204,25656766.0,12395.0
66516,120392715.0,98127.0
65281,531454809.0,3990137.0
71064,556387819.0,10261933.0
95046,50522286.0,53841.0
75253,35320953.0,1942945.0
75942,1069171.0,23822.0
76453,336933808.0,10267748.0
75161,295283700.0,6777269.0
73041,271478443.0,1392823.0
90623,4700421.0,62525.0
92805,16355825.0,45417.0
68456,142385454.0,540537.0
76832,524933662.0,173424.0
73458,272055890.0,4700709.0
67673,322946979.0,301731.0
82604,4782176882.0,18155852.0
67101,38831425.0,509577.0
61238,268056990.0,47264.0
80304,23626703.0,115818.0
67042,663142795.0,32396184.0
71950,95661014.0,3251599.0
71006,530649653.0,21341808.0
84038,112717192.0,62344623.0
86017,358691717.0,668082.0
65275,457106852.0,6425949.0
51503,307523761.0,3790055.0
65040,108457039.0,1209495.0
78583,228807407.0,13115582.0
63014,100240206.0,5034237.0
78631,841939113.0,485638.0
82701,5114889674.0,4000957.0
64503,39136634.0,798579.0
79706,1926978304.0,3352611.0
76884,89563533.0,321412.0
75838,181152801.0,682883.0
70122,18270817.0,2562249.0
94801,29012858.0,16661186.0
93501,424393461.0,267983.0
86444,1309783179.0,27360025.0
76827,188038770.0,343909.0
70665,416641708.0,14431265.0
71861,362023864.0,15762630.0
75705,71718348.0,643136.0
65338,305447951.0,7892717.0
80221,23527218.0,600207.0
93545,276702336.0,777267.0
78655,92300111.0,570919.0
66073,169590262.0,4944936.0
67055,2188598.0,2895.0
75493,13979393.0,1701131.0
76676,55577860.0,303209.0
78022,1137477664.0,4747739.0
72579,97667766.0,56888.0
83124,251540947.0,14138.0
39633,328910109.0,1832727.0
88339,1163131204.0,813656.0
71340,298883049.0,14977779.0
77078,27756094.0,206018.0
63137,18981499.0,3594979.0
79543,425346699.0,1228347.0
86052,2613913491.0,3778502.0
92363,512535296.0,27971091.0
95602,127846525.0,1727699.0
74133,35635438.0,52197.0
77021,15745289.0,65109.0
66603,2236254.0,166588.0
79538,177917982.0,121233.0
68637,250792011.0,880989.0
68514,13363756.0,23465.0
70778,62325463.0,727960.0
68441,162851647.0,230489.0
72038,52788524.0,2379305.0
63443,125586144.0,1674813.0
74726,392419682.0,3417673.0
63538,147715592.0,2183879.0
78579,21696422.0,282236.0
39039,369612719.0,1228935.0
77043,38439961.0,19271.0
65775,1178768385.0,2347681.0
68116,23356939.0,51701.0
84734,2235656520.0,7624433.0
69354,544300165.0,6143616.0
70446,220181480.0,1127381.0
76862,331145911.0,13473813.0
72086,376659377.0,37746470.0
63015,43493514.0,522633.0
96140,12168155.0,516530.0
85251,19085970.0,99494.0
65354,67094321.0,8508.0
76357,170329288.0,985977.0
62312,238508126.0,152278.0
67460,595593249.0,1892685.0
72617,97690025.0,54380.0
79738,833166626.0,2343552.0
70776,86410749.0,7006583.0
68344,104063543.0,251755.0
70655,453253139.0,1782794.0
76708,120533018.0,10436706.0
76640,73643136.0,869196.0
76239,296415041.0,1289822.0
74873,383958288.0,932970.0
77061,20545926.0,119876.0
67144,116656416.0,43820.0
72760,90688804.0,131162.0
76513,272982991.0,33072235.0
64036,48487664.0,3092975.0
71351,528498681.0,31719826.0
89017,1100420653.0,854118.0
76067,451729717.0,6064668.0
95314,65080482.0,159062.0
91030,8834547.0,31319.0
80455,89929628.0,30093.0
64055,31681888.0,71241.0
89301,5067629836.0,1468863.0
76077,18930668.0,734537.0
65534,106029283.0,336141.0
71661,246667237.0,995988.0
72947,328117571.0,6851394.0
92057,39070099.0,929062.0
92373,105501970.0,547528.0
67841,254004161.0,103473.0
95437,253225852.0,10278004.0
80424,326129627.0,1021226.0
78879,117175408.0,265301.0
88317,610753185.0,164314.0
90501,14659585.0,8095.0
92243,285536421.0,177538.0
38748,703839372.0,28934193.0
86438,3435590237.0,9085587.0
67428,269077693.0,437394.0
64016,84191984.0,7094.0
